0.0,0.976,1.715,0.0,0.0,0.0,0.144,0.0,0.0,0.153,0.349,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.959
0.0,0.0,0.0,0.811,0.445,0.433,0.0,0.807,0.665,0.993,0.0,0.0
0.0,0.0,1.735,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.131,0.0
1.58,0.0,0.0,0.262,0.475,0.0,0.0,0.445,0.0,0.0,0.0,0.626
0.0,0.0,0.0,0.166,0.404,0.298,0.354,3.558,0.114,0.9,0.575,0.0
0.882,0.0,0.0,0.093,0.305,0.187,0.0,0.371,0.0,0.0,0.0,0.198
0.0,0.0,0.0,0.14,0.0,0.0,0.129,0.0,0.0,0.0,0.28,0.0
0.946,0.295,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.031
0.0,0.0,0.0,0.0,0.0,0.331,0.837,1.077,0.23,0.355,0.0,0.0
1.104,1.266,0.645,0.0,0.445,0.981,1.215,0.0,0.455,0.961,0.121,0.0
0.0,2.08,1.077,0.0,0.0,1.71,2.55,0.0,0.0,1.469,0.585,0.0
2.331,0.63,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118
0.0,0.0,0.0,0.0,0.0,0.0,1.089,3.274,0.979,1.194,0.0,0.0
0.0,0.0,0.0,2.055,0.0,0.0,0.0,2.072,0.0,0.0,0.0,2.178
1.219,0.0,0.0,1.898,1.313,0.0,0.0,4.357,0.617,0.0,0.0,1.645
0.0,0.0,0.256,0.0,0.0,0.0,2.614,0.0,0.0,0.0,1.566,0.0
1.146,1.584,1.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105
0.0,0.0,0.0,1.333,0.0,0.0,0.0,2.306,0.183,1.376,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697,0.0
0.424,0.0,0.0,1.757,0.663,0.882,0.0,2.219,0.371,0.484,0.0,0.612
0.153,0.0,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.253,0.576,0.0,0.0,1.268,0.754,1.826,0.0,0.247,0.968,0.0,0.0
0.421,0.401,0.315,0.724,0.15,0.16,0.233,0.0,0.0,0.0,0.0,2.28
0.0,0.0,0.0,1.044,0.0,0.0,0.0,2.252,0.0,0.0,0.0,1.212
0.0,0.515,0.372,0.0,0.0,0.671,2.837,0.0,0.0,1.502,0.0,0.0
1.593,0.842,0.438,1.432,1.46,1.128,1.559,0.0,0.0,0.0,0.0,1.466
0.289,0.0,0.0,1.729,0.309,0.0,0.0,2.749,0.121,0.0,0.0,1.036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2,0.623,0.582,0.16,0.633,0.662,3.387,0.0,0.0,0.0,0.0,0.811
0.126,0.0,0.076,0.574,0.244,0.681,0.0,0.794,0.076,0.0,0.0,0.248
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.009,0.483,0.477,0.0,0.0,0.103,0.0,0.0,0.216,0.104,0.071,0.0
0.0,0.0,0.0,0.0,0.094,0.381,0.308,0.852,0.307,0.316,0.0,0.0
