0.0,1.834,2.477,0.0,0.0,0.301,0.591,0.0,0.0,0.588,0.303,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,3.569
0.0,0.0,0.0,0.734,0.844,0.622,1.274,3.222,2.253,1.439,0.307,0.0
0.0,0.0,4.058,0.0,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.0
1.372,0.0,0.0,0.304,0.309,0.0,0.0,2.725,0.347,0.0,0.0,1.682
0.0,0.0,0.0,1.704,1.081,0.577,0.788,4.549,0.667,2.706,0.963,0.0
0.308,0.0,0.0,1.175,0.599,0.306,0.0,0.416,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.372,0.659,0.293,0.342,0.0,0.638,0.36,0.0
0.895,0.307,0.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.458
0.0,0.0,0.0,0.0,0.0,0.675,0.961,5.043,2.384,1.951,0.0,0.0
0.678,0.907,0.891,0.0,0.574,3.17,2.173,0.0,1.091,1.247,0.0,0.0
0.0,0.712,1.946,0.0,0.0,3.39,6.281,0.0,0.0,3.542,1.008,0.0
3.769,1.527,1.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.104
0.0,0.0,0.0,0.0,0.0,0.0,1.228,5.892,3.768,0.773,0.0,0.0
0.0,0.0,0.0,3.733,0.0,0.0,0.0,4.013,0.0,0.0,0.0,6.186
1.746,0.0,0.0,1.948,3.754,0.0,0.0,5.334,1.994,0.0,0.0,4.3
0.0,0.0,0.303,0.0,0.0,0.0,6.212,0.0,0.0,0.0,2.7,0.0
1.211,3.209,3.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.527
0.0,0.0,0.0,3.413,0.0,0.0,0.0,5.842,1.521,4.805,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.544,0.0
1.182,1.31,0.0,1.002,2.586,1.873,0.0,4.009,2.315,1.213,0.0,2.049
0.0,0.0,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.311,1.552,0.598,0.0,0.325,1.266,2.117,0.0,2.111,4.098,0.0,0.0
0.311,0.299,1.204,2.12,0.299,1.874,0.64,0.0,0.0,0.0,0.0,5.304
0.0,0.0,0.0,2.409,0.0,0.0,0.0,6.706,0.0,0.0,0.0,2.323
0.0,1.865,0.614,0.0,0.0,1.811,2.266,0.0,0.0,3.781,0.0,0.0
2.838,0.642,0.0,2.599,1.617,0.664,1.839,0.0,0.0,0.0,0.0,3.908
1.03,0.0,0.0,3.743,1.522,0.0,0.0,6.591,1.391,0.0,0.0,4.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.957,2.259,0.683,0.312,1.668,1.635,3.904,0.744,0.0,0.0,0.0,3.758
0.323,0.62,0.0,0.323,1.557,1.519,0.0,2.365,0.328,0.0,0.0,0.334
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.842,0.635,1.313,0.0,0.588,0.302,0.295,0.0,0.302,0.308,0.0,0.0
0.0,0.0,0.0,0.0,0.312,1.731,0.948,3.874,1.292,1.276,0.0,0.0
